ACEBROFILINA;05.161.069/0001-10;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;504617090065718;1558403980010;7896714214115;;;ACEBROFILINA;5 MG/ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;Genérico;Regulado;12,68;12,68;14,41;15,27;15,27;15,37;15,37;15,46;15,46;15,85;17,53;19,92;21,11;21,11;21,25;21,25;21,37;21,37;21,91;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;10.588.595/0007-97;SANOFI MEDLEY FARMACÊUTICA LTDA.;525064501131117;1832600370016;7896422509251;;;ACEBROFILINA;5 MG/ML XPE CT FR VD AMB X 120 ML + DOSADOR  ;R05C0 - EXPECTORANTES;Genérico;Regulado;12,69;12,69;14,42;15,29;15,29;15,39;15,39;15,48;15,48;15,87;17,54;19,93;21,14;21,14;21,28;21,28;21,4;21,4;21,94;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;17.115.437/0001-73;LABORATÓRIO GLOBO LTDA;517609501131410;1053501620016;7898060133577;;;RESPIRAN;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;Similar;Regulado;15,61;15,61;17,74;18,81;18,81;18,92;18,92;19,04;19,04;19,52;21,58;24,52;26;26;26,16;26,16;26,32;26,32;26,99;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;17.115.437/0001-73;LABORATÓRIO GLOBO LTDA;517609502138419;1053501620024;7898060132198;;;RESPIRAN;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;Similar;Regulado;22,52;22,52;25,59;27,13;27,13;27,29;27,29;27,46;27,46;28,15;31,13;35,38;37,51;37,51;37,73;37,73;37,96;37,96;38,92;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;17.115.437/0001-73;LABORATÓRIO GLOBO LTDA;517618010025206;1053501960011;7899620912748;;;ACEBROFILINA;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;Genérico;Regulado;10,33;10,33;11,74;12,45;12,45;12,52;12,52;12,6;12,6;12,92;14,28;16,23;17,21;17,21;17,31;17,31;17,42;17,42;17,86;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;17.115.437/0001-73;LABORATÓRIO GLOBO LTDA;517618010025306;1053501960021;7899620912731;;;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;Genérico;Regulado;12,3;12,3;13,98;14,82;14,82;14,91;14,91;15;15;15,38;17;19,33;20,49;20,49;20,61;20,61;20,74;20,74;21,26;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S/A;520715080094906;1037004620296;7896112191490;;;ACEBROFILINA;5MG/ML XPE CT FR PLAS AMB X 120ML + COP;R05C0 - EXPECTORANTES;Genérico;Regulado;12,71;12,71;14,44;15,31;15,31;15,41;15,41;15,5;15,5;15,89;17,57;19,96;21,17;21,17;21,3;21,3;21,43;21,43;21,97;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S/A;520715080095006;1037004620253;7896112191537;;;ACEBROFILINA;10 MG/ML XPE CT FR PET AMB X 120 ML + COP;R05C0 - EXPECTORANTES;Genérico;Regulado;17,75;17,75;20,17;21,39;21,39;21,52;21,52;21,65;21,65;22,19;24,54;27,88;29,57;29,57;29,75;29,75;29,93;29,93;30,68;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S/A;520733801133414;1037005630031;7896112159254;;;DILABRONCO;10 MG/ML XPE CT FR PLAS OPC X 120 ML + CP MED;R05C0 - EXPECTORANTES;Similar;Regulado;16,9;16,9;19,2;20,36;20,36;20,49;20,49;20,61;20,61;21,13;23,36;26,54;28,15;28,15;28,33;28,33;28,49;28,49;29,21;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S/A;520733802131415;1037005630066;7896112159223;;;DILABRONCO;5 MG/ML XPE CT FR PLAS OPC X 120 ML + CP MED;R05C0 - EXPECTORANTES;Similar;Regulado;13,04;13,04;14,82;15,71;15,71;15,8;15,8;15,9;15,9;16,3;18,03;20,49;21,72;21,72;21,84;21,84;21,98;21,98;22,53;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;17.875.154/0001-20;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;525117070031106;1091701050011;7896862980153;;;ACEBROFILINA;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;Genérico;Regulado;13,47;13,47;15,31;16,23;16,23;16,33;16,33;16,43;16,43;16,84;18,62;21,17;22,44;22,44;22,58;22,58;22,71;22,71;23,28;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;17.875.154/0001-20;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;525117070031206;1091701050021;7896862981464;;;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;Genérico;Regulado;19,96;19,96;22,68;24,05;24,05;24,19;24,19;24,34;24,34;24,95;27,59;31,35;33,25;33,25;33,44;33,44;33,65;33,65;34,49;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;526116090097106;1058303150030;7896004710488;;;ACEBROFILINA;5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP;R05C0 - EXPECTORANTES;Genérico;Regulado;12,88;12,88;14,64;15,52;15,52;15,61;15,61;15,71;15,71;16,1;17,81;20,24;21,46;21,46;21,58;21,58;21,72;21,72;22,26;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;526116090097406;1058303150049;7896004710495;;;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP;R05C0 - EXPECTORANTES;Genérico;Regulado;17,56;17,56;19,95;21,15;21,15;21,28;21,28;21,41;21,41;21,95;24,28;27,58;29,24;29,24;29,42;29,42;29,6;29,6;30,34;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;53.162.095/0001-06;BIOSINTÉTICA FARMACÊUTICA LTDA;521116040063106;1121303330036;7896181924098;;;ACEBROFILINA;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;Genérico;Regulado;12,87;12,87;14,62;15,5;15,5;15,59;15,59;15,69;15,69;16,08;17,79;20,21;21,43;21,43;21,55;21,55;21,69;21,69;22,23;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;53.162.095/0001-06;BIOSINTÉTICA FARMACÊUTICA LTDA;521116040063206;1121303330044;7896181924081;;;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;Genérico;Regulado;18,22;18,22;20,7;21,95;21,95;22,09;22,09;22,22;22,22;22,78;25,19;28,62;30,34;30,34;30,54;30,54;30,72;30,72;31,49;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;57.507.378/0003-65;EMS S/A;507728901136116;1023506580010;7896004767703;;;ACEBROFILINA;5 MG/ML XPE CT FR VD AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;Genérico;Regulado;12,7;12,7;14,43;15,3;15,3;15,4;15,4;15,49;15,49;15,88;17,56;19,95;21,15;21,15;21,29;21,29;21,41;21,41;21,95;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;57.507.378/0003-65;EMS S/A;507728902132114;1023506580029;7896004767697;;;ACEBROFILINA;10 MG/ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;Genérico;Regulado;17,93;17,93;20,37;21,6;21,6;21,73;21,73;21,86;21,86;22,41;24,79;28,16;29,86;29,86;30,04;30,04;30,22;30,22;30,98;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500501201132417;1057301270065;7896658002113;;;BRONDILAT;10 MG / ML XPE CT FR PLAS PET AMB X 120 ML + CP MED X 10 ML;R05C0 - EXPECTORANTES;Similar (Referência);Regulado;30,73;30,73;34,92;37,02;37,02;37,24;37,24;37,47;37,47;38,41;42,48;48,27;51,18;51,18;51,48;51,48;51,8;51,8;53,1;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500501202139415;1057301270073;7896658002120;;;BRONDILAT;5 MG / ML XPE CT FR PLAS PET AMB X 120 ML + CP MED X 10 ML;R05C0 - EXPECTORANTES;Similar (Referência);Regulado;20,74;20,74;23,57;24,99;24,99;25,14;25,14;25,29;25,29;25,92;28,67;32,58;34,55;34,55;34,75;34,75;34,96;34,96;35,83;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500501203135316;1057301270111;7896658012174;;;BRONDILAT;5 MG / ML XPE CT FR PLAS PET AMB X 60 ML + CP MED X 10 ML;R05C0 - EXPECTORANTES;Similar (Referência);Regulado;10,38;10,38;11,8;12,51;12,51;12,58;12,58;12,66;12,66;12,98;14,35;16,31;17,29;17,29;17,39;17,39;17,5;17,5;17,94;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500501204131314;1057301270091;7896658012167;;;BRONDILAT;10 MG / ML XPE CT FR PLAS PET AMB X 60 ML + CP MED X 10 ML;R05C0 - EXPECTORANTES;Similar (Referência);Regulado;15,34;15,34;17,43;18,48;18,48;18,6;18,6;18,71;18,71;19,18;21,21;24,1;25,55;25,55;25,71;25,71;25,87;25,87;26,52;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;508013120101205;1004310860022;7891317485153;;;FILINAR G;5 MG/ML GEL OR CT FR PLAS INC X 120ML + COL MED;R05C0 - EXPECTORANTES;Novo (Referência);Regulado;12,71;12,71;14,44;15,31;15,31;15,41;15,41;15,5;15,5;15,89;17,57;19,96;21,17;21,17;21,3;21,3;21,43;21,43;21,97;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;508015901138411;1004311580023;7891317004439;;;FILINAR;10 MG/ML XPE CT FR VD AMB X 120 ML + COPO MED;R05C0 - EXPECTORANTES;Similar;Regulado;18,06;18,06;20,52;21,75;21,75;21,89;21,89;22,02;22,02;22,57;24,97;28,37;30,07;30,07;30,26;30,26;30,44;30,44;31,2;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;508015902134418;1004311580015;7891317004378;;;FILINAR;5 MG/ML XPE CT FR VD AMB X 120 ML + COPO MED;R05C0 - EXPECTORANTES;Similar;Regulado;13,18;13,18;14,97;15,88;15,88;15,97;15,97;16,07;16,07;16,47;18,22;20,7;21,95;21,95;22,08;22,08;22,22;22,22;22,77;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;508017401132117;1004307850011;7891317002688;;;ACEBROFILINA;5 MG/ML XPE CT FR VD AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;Genérico;Regulado;12,71;12,71;14,44;15,31;15,31;15,41;15,41;15,5;15,5;15,89;17,57;19,96;21,17;21,17;21,3;21,3;21,43;21,43;21,97;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;508017402139115;1004307850021;7891317002695;;;ACEBROFILINA;10 MG/ML XPE CT FR VD AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;Genérico;Regulado;17,93;17,93;20,38;21,61;21,61;21,74;21,74;21,87;21,87;22,42;24,79;28,17;29,87;29,87;30,05;30,05;30,23;30,23;30,99;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;525305103137119;1267500710049;7895296271035;;;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;Genérico;Regulado;19,98;19,98;22,7;24,07;24,07;24,21;24,21;24,36;24,36;24,97;27,62;31,38;33,28;33,28;33,47;33,47;33,68;33,68;34,52;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;525305104133117;1267500710030;7895296271042;;;ACEBROFILINA;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;Genérico;Regulado;13,5;13,5;15,34;16,26;16,26;16,36;16,36;16,46;16,46;16,87;18,66;21,21;22,48;22,48;22,62;22,62;22,75;22,75;23,32;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;83.874.628/0001-43;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;517113100013304;1038501090021;7898109241959;;;LISOMUC;5 MG / ML XPE CT FR PET AMB X 120 ML + COP;R05C0 - EXPECTORANTES;Similar;Regulado;15,19;15,19;17,27;18,31;18,31;18,42;18,42;18,53;18,53;18,99;21;23,87;25,31;25,31;25,46;25,46;25,62;25,62;26,25;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACEBROFILINA;83.874.628/0001-43;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;517113100013604;1038501090056;7898109241935;;;LISOMUC;10 MG / ML XPE CT FR PET AMB X 120 ML + COP;R05C0 - EXPECTORANTES;Similar;Regulado;21,99;21,99;24,99;26,5;26,5;26,66;26,66;26,82;26,82;27,49;30,4;34,55;36,63;36,63;36,86;36,86;37,08;37,08;38;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACECLOFENACO;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;538812070042306;1677303570034;7894916144803;;;ACECLOFENACO;100 MG COM REV CT BL AL AL X 12;M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;Regulado;21,04;21,04;23,91;25,35;25,35;25,5;25,5;25,66;25,66;26,3;29,09;33,05;35,04;35,04;35,25;35,25;35,47;35,47;36,36;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACECLOFENACO;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;538813080046904;1677300650101;7896004722726;;;ACECLO-GRAN;100 MG COM REV CT BL AL AL X 12;M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS;Similar;Regulado;24,97;24,97;28,37;30,08;30,08;30,27;30,27;30,45;30,45;31,21;34,52;39,22;41,58;41,58;41,85;41,85;42,1;42,1;43,15;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACECLOFENACO;05.254.971/0001-81;ZYDUS NIKKHO FARMACÊUTICA LTDA;536218030008706;1565100640011;7898940658800;;;ACECLOFENACO;100 MG COM CT BL AL/AL X 12;M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;Regulado;21,02;21,02;23,88;25,32;25,32;25,47;25,47;25,63;25,63;26,27;29,06;33,01;35;35;35,21;35,21;35,43;35,43;36,32;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACECLOFENACO;30.222.814/0001-31;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;533512090023004;1039200560043;7898049795611;;;CECLOFLAN;100 MG COM REV CT ENV AL X 12 ;M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS;Similar;Regulado;28,97;28,97;32,92;34,9;34,9;35,12;35,12;35,33;35,33;36,21;40,05;45,51;48,25;48,25;48,55;48,55;48,84;48,84;50,06;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACECLOFENACO;30.222.814/0001-31;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;533514080027106;1039201720011;7898049795260;;;ACECLOFENACO;100 MG COM REV CT ENV AL X 12;M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;Regulado;19;19;21,59;22,89;22,89;23,03;23,03;23,17;23,17;23,75;26,27;29,85;31,64;31,64;31,84;31,84;32,03;32,03;32,83;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACECLOFENACO;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;526112070085006;1058307420040;7896004722146;;;ACECLOFENACO;100 MG COM REV CT BL AL AL X 12;M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;Regulado;19,88;19,88;22,59;23,95;23,95;24,09;24,09;24,24;24,24;24,85;27,48;31,23;33,11;33,11;33,3;33,3;33,51;33,51;34,35;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACECLOFENACO;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;526112070085106;1058307420083;7896004722153;;;ACECLOFENACO;100 MG COM REV CT BL AL AL X 24;M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;Regulado;39,73;39,73;45,15;47,87;47,87;48,16;48,16;48,45;48,45;49,66;54,92;62,42;66,18;66,18;66,58;66,58;66,98;66,98;68,65;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACECLOFENACO;57.507.378/0003-65;EMS S/A;541812070001306;1023510530049;7896004722122;;;ACECLOFENACO;100 MG  COM  REV CT BL AL AL X 12;M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;Regulado;21,04;21,04;23,91;25,35;25,35;25,5;25,5;25,66;25,66;26,3;29,09;33,05;35,04;35,04;35,25;35,25;35,47;35,47;36,36;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACECLOFENACO;57.507.378/0003-65;EMS S/A;541812090003803;1023509200103;7896004722405;;;FEBUPEN;100 MG COM REV CT BL AL AL X 12;M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS;Similar;Regulado;21,04;21,04;23,91;25,35;25,35;25,5;25,5;25,66;25,66;26,3;29,09;33,05;35,04;35,04;35,25;35,25;35,47;35,47;36,36;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
ACECLOFENACO;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;508011302116319;1004308170030;7891317411923;;;PROFLAM;100 MG COM REV CT BL AL/AL X 12;M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS;Novo (Referência);Regulado;32,37;32,37;36,78;38,99;38,99;39,23;39,23;39,47;39,47;40,46;44,75;50,85;53,9;53,9;54,23;54,23;54,56;54,56;55,93;Não;Não;Não;Não;;POSITIVA;Sim;Tarja Vermelha
